timestamp	Pebble_X	Pebble_Y	Pebble_Z	Pebble_Magnitude
1429522244.5	-0.49334836271920773	0.15605797005069155	-10.045266265666946	9.847585062156366
1429522244.52	-0.5021575490705023	0.05626865315634291	-9.660020561363467	9.85515405588761
1429522244.54	-0.8484484658198076	0.21964341769288656	-9.583618344259735	9.660307944767949
1429522244.56	-0.655490481481644	0.16652904199166924	-9.647396369426938	9.723573322879492
1429522244.58	-0.5082435929086673	0.22586356493450488	-9.539541110857156	9.815765698958367
1429522244.6	-0.6394983472918365	0.026661849105452662	-9.728229322654554	9.61583560969494
1429522244.62	-0.3846313639765523	0.15357159626887326	-9.892254713472317	9.68835498315978
1429522244.64	-0.5041564868797874	0.280935182939175	-9.775391598153291	9.889618316386487
1429522244.66	-0.40467126165185524	0.07691385952372701	-9.611706232404892	9.721188633969948
1429522244.68	-0.3733361005628496	0.1241779718174684	-9.859994552917964	9.509879991015628
1429522244.7	-0.37118319658848076	0.14651329335783553	-9.738529785280118	10.044289788100402
1429522244.72	-0.32452348312865764	0.0872790267041255	-9.659530564057249	9.707753796255293
1429522244.74	-0.5776752991100299	0.12893189533282423	-9.848761625303245	9.597116933762644
1429522244.76	-0.4287299916841671	0.2918183289787717	-9.613216477137541	9.563808663008185
1429522244.78	-0.39092074587118486	0.21835774899439644	-9.79311400140856	9.692852090048937
1429522244.8	-0.6112265850498585	0.10348175969275879	-9.79038764050709	9.84246318620494
1429522244.82	-0.5478539163980914	0.19033141252874908	-9.799847809980731	9.85965889331442
1429522244.84	-0.604670328682686	0.1507386697938262	-9.926140266916649	10.020702676989544
1429522244.86	-0.6036316098001704	0.22018640236153583	-9.738595794054365	9.886259416830525
1429522244.88	-0.6290582953931886	0.15484534005268408	-9.846983222994302	9.783914957073154
1429522244.9	-0.3543992692952316	0.19864932732992127	-9.672910725925076	9.555765623178164
1429522244.92	-0.7831612006389566	0.2769336605083935	-9.803651193549122	9.737967366136386
1429522244.94	-0.8238189702546648	0.13811617322771763	-9.575193816671423	9.791943248235135
1429522244.96	-0.6493387164911422	0.34610560827933823	-9.73124619466018	9.578386577415232
1429522244.98	-0.744879124841273	0.23981619606061294	-9.758030458294623	9.681111736739414
1429522245.0	-0.6678771364338595	0.08950668852827616	-9.827638255822677	9.828059487830831
1429522245.02	-0.6100845972210005	0.13719760920887666	-9.598598400679265	9.761085931832694
1429522245.04	-0.5360134194776972	0.17131627665723057	-9.960340145177021	9.822762608606528
1429522245.06	-0.5407741643071658	0.11182087827291484	-9.751910659768017	9.537489808216538
1429522245.08	-0.7730276719043765	0.13895573279798631	-9.59481497317275	9.521054645264245
1429522245.1	-0.5851268586416445	0.2717037880940464	-9.606655711799025	9.653112816388147
1429522245.12	-0.35395227244780536	0.24304541796356083	-9.79282400228639	9.657508209357454
1429522245.14	-0.30318478210375127	0.2132840015178661	-9.719725716266476	9.896012199652173
1429522245.16	-0.40572317114028045	0.12544002025079684	-9.772981794719842	9.70100207558711
1429522245.18	-0.5930149848187367	0.21078213004389834	-9.691025130420321	9.745975319720984
1429522245.2	-0.6598999430799487	0.08178455585004864	-9.516740308512052	9.707480292657463
1429522245.22	-0.34878582917228773	0.0033445070585510495	-9.478577640413695	9.452594282476987
1429522245.24	-0.5084094103295645	0.14213093922041825	-9.65170723709091	9.767806710260814
1429522245.26	-0.35562586686110453	0.02781411465897117	-9.602595645883348	9.86693905078406
1429522245.28	-0.6653160880455333	0.007456408872866499	-9.5938567807305	9.811212035569596
1429522245.3	-0.3602465793697138	-0.11027068994311047	-9.447326615464437	9.761258531905533
1429522245.32	-0.4700342017831479	0.22719303128892113	-9.625927804236978	9.701993710543634
1429522245.34	-0.49016482388173266	0.20214857814998827	-9.794529234909465	9.684031764798547
1429522245.36	-0.5709635168965912	-0.018040183567581997	-9.58942431013974	9.516415294295058
1429522245.38	-0.4940787139397036	0.2716337935676916	-9.651094900935469	9.586267196248198
1429522245.4	-0.534123486661889	0.038657971101769065	-9.698497567958817	9.709511828043498
1429522245.42	-0.6258125213513062	0.15062250231223206	-9.653754710064105	9.68386209482584
1429522245.44	-0.46490304523180803	0.06550623915256219	-9.668123671435033	9.629029279437544
1429522245.46	-0.6083267992351016	0.14411379802122942	-9.819840083395276	9.742605474582549
1429522245.48	-0.48067977532766315	0.10500065361536051	-9.737665715504306	9.620476947425795
1429522245.5	-0.6829761649521757	0.057067130024187854	-9.623140048972365	9.733070200738137
1429522245.52	-0.5188614737334445	0.08289605769117821	-9.630185041601028	9.82578721008442
1429522245.54	-0.47202627123111707	0.17291800053545023	-9.697296915966636	9.483524570194337
1429522245.56	-0.40065327585627253	0.2509299768569927	-9.608191912911176	9.849195713996135
1429522245.58	-0.6200118449358574	0.2928003183187759	-9.71673387171615	9.707182078621175
1429522245.6	-0.5181725275278148	0.06975110554803166	-9.777226710732373	9.765109263510665
1429522245.62	-0.5769196935956427	0.2241720401098669	-9.549081064771737	9.63726592682049
1429522245.64	-0.5199182038832935	0.12949560170206087	-9.628362356820674	9.55414965305849
1429522245.66	-0.411523430246174	0.28359247736035964	-9.615799157508993	9.650769417351622
1429522245.68	-0.5827910387990562	0.1412419473955775	-9.861517280079648	9.447935471486574
1429522245.7	-0.462920010713045	0.0396897517669976	-9.864529028932363	9.65594964055839
1429522245.72	-0.5224629222049253	0.0953798430103333	-9.88081984999633	9.916006256191245
1429522245.74	-0.5570602344349984	0.19383398336357338	-9.721380594115203	9.507321063996566
1429522245.76	-0.7200699514494632	0.21267822610160844	-9.758923509404434	9.618344647525507
1429522245.78	-0.6891480717321821	0.12315395896215373	-9.58644288824359	9.57764241375643
1429522245.8	-0.4933289509719305	0.2677973766306566	-9.586925999325006	9.42941121108543
1429522245.82	-0.4265424175124416	0.07109990160786023	-9.655297140514861	9.597586237898774
1429522245.84	-0.6436874975240678	0.2086527292011287	-9.794577073465728	9.66745207505941
